"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.521422594E2,-1.703999996E0,-1.804000020E0,2.384000063E0
1.521472206E2,-2.065999985E0,-2.561000109E0,2.505000114E0
1.521521818E2,-2.262000084E0,-3.401000023E0,2.627000093E0
1.521571428E2,-2.796000004E0,-4.309000015E0,2.463999987E0
1.521621040E2,-3.326999903E0,-5.272999763E0,2.275000095E0
1.521670652E2,-3.842000008E0,-6.223000050E0,2.101000071E0
1.521720261E2,-4.422999859E0,-7.064000130E0,2.226999998E0
1.521769873E2,-4.826000214E0,-7.863999844E0,2.489000082E0
1.521819483E2,-5.010000229E0,-8.487000465E0,2.411000013E0
1.521869095E2,-4.814000130E0,-8.960000038E0,2.194999933E0
1.521918707E2,-4.427000046E0,-9.364000320E0,1.815999985E0
1.521968317E2,-3.920000076E0,-9.590999603E0,1.597000003E0
1.522017928E2,-3.398000002E0,-9.682000160E0,1.281000018E0
1.522067538E2,-3.122999907E0,-9.772000313E0,9.350000024E-1
1.522117150E2,-2.792999983E0,-9.644000053E0,7.770000100E-1
1.522166762E2,-2.721999884E0,-9.706999779E0,6.850000024E-1
1.522216372E2,-2.460999966E0,-9.838000298E0,6.029999852E-1
1.522265983E2,-1.983000040E0,-9.913999557E0,6.539999843E-1
1.522315595E2,-1.927000046E0,-1.008500004E1,6.489999890E-1
1.522365205E2,-1.858999968E0,-1.027000046E1,8.460000157E-1
1.522414815E2,-1.613000035E0,-1.048200035E1,8.379999995E-1
1.522464427E2,-1.478999972E0,-1.066600037E1,7.200000286E-1
1.522514039E2,-1.289999962E0,-1.090400028E1,4.120000005E-1
1.522563651E2,-1.171000004E0,-1.096500015E1,-4.000000190E-3
1.522613261E2,-1.338999987E0,-1.109399986E1,-2.700000107E-1
1.522662872E2,-1.414000034E0,-1.103100014E1,-1.819999963E-1
1.522712482E2,-1.463000059E0,-1.077700043E1,1.099999994E-1
1.522762094E2,-1.351999998E0,-1.049600029E1,1.990000010E-1
1.522811706E2,-1.284999967E0,-1.015900040E1,2.619999945E-1
1.522861318E2,-1.437999964E0,-9.534999847E0,-4.100000113E-2
1.522910927E2,-1.690000057E0,-9.005999565E0,-2.339999974E-1
1.522960537E2,-2.121000051E0,-8.612999916E0,-3.849999905E-1
1.523010150E2,-2.732000113E0,-8.069999695E0,-3.440000117E-1
1.523059761E2,-3.276999950E0,-7.525000095E0,3.900000080E-2
1.523109371E2,-3.674999952E0,-6.776000023E0,1.600000076E-2
1.523158984E2,-4.143000126E0,-5.591000080E0,-7.390000224E-1
1.523208595E2,-4.586999893E0,-3.628000021E0,-2.190999985E0
1.523258205E2,-5.535999775E0,-1.434000015E0,-2.706000090E0
1.523307814E2,-6.703000069E0,6.349999905E-1,-1.078999996E0
1.523357427E2,-7.894999981E0,2.921999931E0,-5.389999747E-1
1.523407039E2,-8.774000168E0,4.854000092E0,-1.776999950E0
1.523456651E2,-8.998999596E0,6.295000076E0,-7.189999819E-1
1.523506261E2,-8.449999809E0,7.912000179E0,7.929999828E-1
1.523555873E2,-8.378999710E0,9.434000015E0,2.056999922E0
1.523605482E2,-6.829999924E0,1.094400024E1,3.617000103E0
1.523655095E2,-5.124000072E0,1.245400047E1,5.037000179E0
1.523704704E2,-1.940000057E0,1.369299984E1,5.352000237E0
1.523754316E2,1.526999950E0,1.442800045E1,5.474999905E0
1.523803929E2,3.650000095E0,1.446800041E1,4.956999779E0
1.523853538E2,2.062000036E0,1.396300030E1,3.637000084E0
1.523903150E2,-1.312999964E0,1.325199986E1,1.881999969E0
1.523952760E2,-2.969000101E0,1.251299953E1,2.032999992E0
1.524002372E2,-4.717999935E0,1.184200001E1,2.634000063E0
1.524051984E2,-5.216000080E0,1.139000034E1,3.592999935E0
1.524101594E2,-5.146999836E0,1.104699993E1,3.864000082E0
1.524151206E2,-5.137000084E0,1.069299984E1,4.581999779E0
1.524200818E2,-4.519999981E0,1.068000031E1,5.647999763E0
1.524250428E2,-3.040999889E0,1.073799992E1,6.026000023E0
1.524300040E2,-1.228999972E0,1.123200035E1,4.842000008E0
1.524349652E2,-7.170000076E-1,1.112899971E1,3.469000101E0
1.524399262E2,-8.500000238E-1,1.071300030E1,1.754999995E0
1.524448873E2,-1.177999973E0,9.888999939E0,1.070000008E-1
1.524498483E2,-1.046000004E0,9.133999825E0,-1.309999943E0
1.524548095E2,-6.859999895E-1,8.352999687E0,-1.968999982E0
1.524597708E2,-3.140000105E-1,7.693999767E0,-1.842000008E0
1.524647318E2,8.200000226E-2,7.431000233E0,-1.690000057E0
1.524696929E2,-1.180000007E-1,6.828000069E0,-1.146000028E0
1.524746539E2,-7.279999852E-1,6.033999920E0,1.589999944E-1
1.524796151E2,-1.256000042E0,5.375999928E0,1.110000014E0
1.524845763E2,-9.819999933E-1,4.747000217E0,1.764000058E0
1.524895373E2,-5.849999785E-1,3.913000107E0,2.365999937E0
1.524944985E2,-2.840000093E-1,3.270999908E0,3.187999964E0
1.524994597E2,1.270000041E-1,2.479000092E0,3.318000078E0
1.525044207E2,1.729999930E-1,1.672999978E0,3.111000061E0
1.525093819E2,-2.249999940E-1,5.669999719E-1,3.138999939E0
1.525143429E2,-4.979999959E-1,-2.389999926E-1,3.019000053E0
1.525193040E2,-1.243999958E0,-1.564000010E0,3.147000074E0
1.525242653E2,-1.113999963E0,-3.013000011E0,1.603000045E0
1.525292263E2,-1.838999987E0,-3.644999981E0,1.927000046E0
1.525341874E2,-2.615999937E0,-5.162000179E0,1.534000039E0
1.525391484E2,-2.967000008E0,-6.489999771E0,9.679999948E-1
1.525441095E2,-2.759999990E0,-7.722000122E0,4.210000038E-1
1.525490707E2,-2.605999947E0,-9.076000214E0,2.039999962E-1
1.525540317E2,-1.906999946E0,-9.640000343E0,-3.499999940E-1
1.525589929E2,-1.521000028E0,-1.016399956E1,1.870000064E-1
1.525639542E2,-1.149000049E0,-1.055000019E1,1.799999923E-2
1.525689152E2,-6.940000057E-1,-1.086900043E1,-3.000000119E-1
1.525738761E2,-5.370000005E-1,-1.086100006E1,-5.230000019E-1
1.525788373E2,-5.960000157E-1,-1.074499989E1,-8.439999819E-1
1.525837985E2,-7.350000143E-1,-1.057499981E1,-6.779999733E-1
1.525887597E2,-8.309999704E-1,-1.048700047E1,-1.300000027E-2
1.525937207E2,-7.340000272E-1,-1.042800045E1,9.710000157E-1
1.525986819E2,-6.349999905E-1,-1.049199963E1,1.445999980E0
1.526036429E2,-5.210000277E-1,-1.063899994E1,1.495000005E0
1.526086040E2,-4.729999900E-1,-1.086800003E1,1.348999977E0
1.526135650E2,-3.560000062E-1,-1.093400002E1,1.008000016E0
1.526185263E2,-1.560000032E-1,-1.111100006E1,9.499999881E-1
1.526234874E2,1.120000035E-1,-1.144999981E1,7.120000124E-1
1.526284484E2,2.989999950E-1,-1.149100018E1,5.120000243E-1
1.526334096E2,4.709999859E-1,-1.151700020E1,2.500000037E-2
1.526383706E2,4.510000050E-1,-1.117599964E1,-1.330000013E-1
1.526433318E2,5.249999762E-1,-1.087500000E1,-4.699999839E-2
1.526482930E2,3.510000110E-1,-1.028600025E1,4.490000010E-1
1.526532542E2,2.829999924E-1,-9.505999565E0,7.710000277E-1
1.526582152E2,-1.120000035E-1,-8.534999847E0,9.470000267E-1
1.526631761E2,-5.789999962E-1,-7.289999962E0,1.508000016E0
1.526681373E2,-7.760000229E-1,-5.840000153E0,2.263999939E0
1.526730985E2,-1.085000038E0,-4.089000225E0,2.394999981E0
1.526780595E2,-1.175999999E0,-1.888000011E0,1.925999999E0
1.526830207E2,-1.185999990E0,6.520000100E-1,2.349999905E0
1.526879818E2,-1.656999946E0,3.381999969E0,2.789999962E0
1.526929428E2,-2.029999971E0,6.247000217E0,3.232000113E0
1.526979040E2,-3.187999964E0,8.918999672E0,3.446000099E0
1.527028650E2,-4.288000107E0,1.150699997E1,2.209000111E0
1.527078262E2,-4.485000134E0,1.346800041E1,9.390000105E-1
1.527127874E2,-2.789000034E0,1.501900005E1,1.730000019E0
1.527177484E2,-1.906000018E0,1.464900017E1,4.697999954E0
1.527227096E2,-2.230000019E0,1.277999973E1,7.054999828E0
1.527276708E2,-1.870000005E0,1.104599953E1,7.403999805E0
1.527326318E2,-1.060999990E0,9.789999962E0,6.440000057E0
1.527375929E2,1.250000000E-1,9.053000450E0,5.511000156E0
1.527425540E2,1.728999972E0,8.331000328E0,5.525000095E0
1.527475152E2,3.831000090E0,7.748000145E0,6.033999920E0
1.527524763E2,5.901000023E0,7.397999763E0,6.709000111E0
1.527574373E2,7.329999924E0,7.619999886E0,6.995999813E0
1.527623985E2,6.690999985E0,8.496000290E0,5.382999897E0
1.527673594E2,3.454999924E0,9.805999756E0,1.748000026E0
1.527723206E2,1.312999964E0,1.081599998E1,-1.378000021E0
1.527772818E2,6.959999800E-1,1.183800030E1,-2.315999985E0
1.527822428E2,3.999999911E-2,1.239700031E1,-2.157999992E0
1.527872040E2,-6.809999943E-1,1.254699993E1,-1.610000014E0
1.527921649E2,-1.141999960E0,1.243700027E1,-1.567000031E0
1.527971261E2,-1.695999980E0,1.190400028E1,-1.294000030E0
1.528020873E2,-1.784000039E0,1.107100010E1,-1.524999976E0
1.528070483E2,-1.518000007E0,1.025100040E1,-1.575999975E0
1.528120094E2,-8.029999733E-1,9.458999634E0,-1.529999971E0
1.528169707E2,2.249999940E-1,8.612000465E0,-1.671000004E0
1.528219316E2,1.062999964E0,7.833000183E0,-1.439000010E0
1.528268928E2,1.452999949E0,6.931000233E0,-1.202999949E0
1.528318538E2,1.450000048E0,6.274000168E0,-1.138000011E0
1.528368150E2,1.256999969E0,5.493999958E0,-7.549999952E-1
1.528417760E2,7.810000181E-1,4.741000175E0,-3.400000036E-1
1.528467371E2,3.880000114E-1,3.809999943E0,1.449999958E-1
1.528516984E2,-1.650000066E-1,2.661000013E0,3.639999926E-1
1.528566594E2,-5.809999704E-1,1.756999969E0,7.480000257E-1
1.528616205E2,-7.649999857E-1,8.259999752E-1,8.510000110E-1
1.528665818E2,-1.001999974E0,1.700000092E-2,1.077000022E0
1.528715427E2,-1.277999997E0,-9.549999833E-1,1.427999973E0
1.528765037E2,-1.717000008E0,-2.009999990E0,1.751999974E0
1.528814649E2,-1.990000010E0,-2.927999973E0,1.940999985E0
1.528864261E2,-2.072000027E0,-3.832999945E0,2.019000053E0
1.528913871E2,-2.275000095E0,-4.901999950E0,1.769999981E0
1.528963483E2,-2.776000023E0,-6.026000023E0,1.914000034E0
1.529013095E2,-3.029999971E0,-7.341000080E0,1.949000001E0
1.529062705E2,-3.269999981E0,-8.423999786E0,2.243000031E0
1.529112316E2,-3.250000000E0,-9.437999725E0,2.358999968E0
1.529161926E2,-3.381000042E0,-1.014000034E1,2.365000010E0
1.529211538E2,-3.279999971E0,-1.050000000E1,2.207000017E0
1.529261148E2,-3.368999958E0,-1.086100006E1,1.638000011E0
1.529310760E2,-3.430999994E0,-1.082699966E1,9.459999800E-1
1.529360372E2,-3.750999928E0,-1.060200024E1,1.959999949E-1
1.529409984E2,-4.247000217E0,-1.026799965E1,-3.400000036E-1
1.529459593E2,-4.592999935E0,-9.758000374E0,-7.860000134E-1
1.529509205E2,-4.869999886E0,-9.453000069E0,-7.749999762E-1
1.529558815E2,-4.794000149E0,-9.256999969E0,-5.529999733E-1
1.529608428E2,-4.188000202E0,-9.046999931E0,-2.269999981E-1
1.529658037E2,-3.391000032E0,-9.069000244E0,5.180000067E-1
1.529707650E2,-2.854000092E0,-9.199999809E0,1.248000026E0
1.529757261E2,-2.480999947E0,-9.140000343E0,1.731999993E0
1.529806871E2,-1.945000052E0,-9.201999664E0,1.657999992E0
1.529856484E2,-1.656000018E0,-9.154999733E0,1.475999951E0
1.529906095E2,-1.192000031E0,-9.012000084E0,1.269000053E0
1.529955705E2,-5.659999847E-1,-9.126999855E0,1.131000042E0
1.530005317E2,-2.010000050E-1,-9.036999702E0,1.050999999E0
1.530054927E2,0.000000000E0,-8.822999954E0,7.689999938E-1
1.530104540E2,-3.299999982E-2,-8.744999886E0,4.230000079E-1
1.530154151E2,-2.860000134E-1,-8.475999832E0,1.340000033E-1
1.530203761E2,-6.349999905E-1,-8.137999535E0,5.200000107E-2
1.530253373E2,-8.090000153E-1,-7.418000221E0,-3.900000080E-2
1.530302985E2,-9.969999790E-1,-6.356999874E0,-4.690000117E-1
1.530352594E2,-1.417000055E0,-4.328999996E0,-1.537999988E0
1.530402207E2,-2.487999916E0,-1.893000007E0,-2.244999886E0
1.530451817E2,-4.401000023E0,6.629999876E-1,-2.282000065E0
1.530501428E2,-6.432000160E0,2.686000109E0,-2.522000074E0
1.530551040E2,-7.980999947E0,3.645999908E0,-2.677000046E0
1.530600649E2,-1.011200047E1,4.835000038E0,2.360000014E-1
1.530650262E2,-1.177799988E1,5.519999981E0,1.712000012E0
1.530699872E2,-1.106700039E1,6.736999989E0,1.384999990E0
1.530749483E2,-7.434999943E0,7.900000095E0,1.733000040E0
1.530799096E2,-4.857999802E0,8.914999962E0,2.687000036E0
1.530848706E2,-2.572000027E0,9.467000008E0,4.006000042E0
1.530898317E2,3.910000026E-1,9.394000053E0,5.692999840E0
1.530947927E2,2.562000036E0,9.444000244E0,7.067999840E0
1.530997539E2,2.078000069E0,9.140000343E0,7.725999832E0
1.531047149E2,7.360000014E-1,8.715000153E0,7.763999939E0
1.531096761E2,-3.190000057E-1,8.984999657E0,6.869999886E0
1.531146373E2,-1.730000019E0,9.418000221E0,5.494999886E0
1.531195983E2,-4.013999939E0,9.675000191E0,4.590000153E0
1.531245594E2,-6.137000084E0,9.687999725E0,4.001999855E0
1.531295204E2,-7.189000130E0,9.321000099E0,3.921000004E0
1.531344817E2,-6.452000141E0,9.131999969E0,3.065000057E0
1.531394426E2,-3.339999914E0,9.189000130E0,1.868999958E0
1.531444038E2,-1.787999988E0,9.425000191E0,9.160000086E-1
1.531493650E2,-1.027999997E0,9.524999619E0,-1.480000019E-1
1.531543260E2,-8.840000033E-1,9.585000038E0,-7.680000067E-1
1.531592872E2,-1.218999982E0,8.800999641E0,-3.289999962E-1
1.531642484E2,-1.800999999E0,8.017000198E0,2.199999988E-2
1.531692094E2,-2.426000118E0,7.560999870E0,-6.000000052E-3
1.531741705E2,-2.619999886E0,7.269000053E0,7.500000298E-2
1.531791315E2,-2.598000050E0,7.046000004E0,3.770000041E-1
1.531840926E2,-2.280999899E0,6.947000027E0,7.070000172E-1
1.531890539E2,-1.965999961E0,6.876999855E0,1.149999976E0
1.531940149E2,-1.804000020E0,6.901999950E0,1.294999957E0
1.531989760E2,-1.274000049E0,6.860000134E0,1.128999949E0
1.532039370E2,-1.248999953E0,6.736999989E0,7.739999890E-1
1.532088981E2,-1.207999945E0,6.300000191E0,1.115000010E0
1.532138594E2,-7.710000277E-1,6.177000046E0,2.354000092E0
1.532188203E2,-1.161000013E0,5.193999767E0,3.020999908E0
1.532237815E2,-1.179999948E0,4.402999878E0,3.812000036E0
1.532287425E2,-1.699000001E0,3.296999931E0,4.537000179E0
1.532337037E2,-1.766000032E0,1.957999945E0,4.282999992E0
1.532386649E2,-2.276999950E0,1.463999987E0,4.317999840E0
1.532436259E2,-2.542000055E0,-2.560000122E-1,4.438000202E0
1.532485871E2,-2.407999992E0,-1.692000031E0,4.357999802E0
1.532535481E2,-1.455000043E0,-3.072999954E0,3.151999950E0
1.532585092E2,-8.539999723E-1,-4.510000229E0,1.623999953E0
1.532634703E2,-6.859999895E-1,-5.852000237E0,6.320000291E-1
1.532684315E2,-2.310000062E-1,-7.235000134E0,-2.039999962E-1
1.532733926E2,-1.280000061E-1,-8.373000145E0,-9.819999933E-1
1.532783536E2,8.299999684E-2,-9.321000099E0,-1.468999982E0
1.532833148E2,2.960000038E-1,-9.968999863E0,-1.625000000E0
1.532882758E2,1.010000035E-1,-1.048099995E1,-1.207000017E0
1.532932370E2,-9.200000018E-2,-1.058399963E1,-4.749999940E-1
1.532981982E2,-3.269999921E-1,-1.056499958E1,2.820000052E-1
1.533031592E2,-5.740000010E-1,-1.049100018E1,7.649999857E-1
1.533081203E2,-8.730000257E-1,-1.013199997E1,9.720000029E-1
1.533130813E2,-1.332999945E0,-9.855999947E0,1.052000046E0
1.533180425E2,-1.791000009E0,-9.484999657E0,1.003000021E0
1.533230038E2,-1.891999960E0,-9.359999657E0,8.119999766E-1
1.533279647E2,-1.881999969E0,-9.413000107E0,3.030000031E-1
1.533329259E2,-1.746999979E0,-9.835000038E0,-2.370000035E-1
1.533378869E2,-1.202000022E0,-9.916000366E0,-2.240000069E-1
1.533428481E2,-6.560000181E-1,-1.052999973E1,8.299999684E-2
1.533478093E2,-1.770000011E-1,-1.083100033E1,6.470000148E-1
1.533527703E2,3.000000119E-1,-1.115799999E1,5.699999928E-1
1.533577315E2,9.409999847E-1,-1.113199997E1,5.469999909E-1
1.533626924E2,1.118000031E0,-1.098200035E1,5.939999819E-1
1.533676536E2,1.333999991E0,-1.046399975E1,9.029999971E-1
1.533726148E2,9.629999995E-1,-9.699999809E0,8.610000014E-1
1.533775758E2,5.220000148E-1,-8.868000031E0,6.740000248E-1
1.533825370E2,-7.100000232E-2,-8.116000175E0,6.959999800E-1
1.533874980E2,-5.569999814E-1,-7.172999859E0,9.950000048E-1
1.533924592E2,-1.167000055E0,-5.928999901E0,1.338999987E0
1.533974204E2,-1.534000039E0,-4.916999817E0,2.039999962E0
1.534023813E2,-1.710999966E0,-3.400000095E0,2.372999907E0
1.534073425E2,-2.065000057E0,-1.447000027E0,2.523000002E0
1.534123035E2,-2.894999981E0,8.719999790E-1,3.154000044E0
1.534172647E2,-3.871999979E0,3.325999975E0,3.447000027E0
1.534222259E2,-4.941999912E0,5.547999859E0,3.608000040E0
1.534271869E2,-5.847000122E0,7.565000057E0,3.138000011E0
1.534321481E2,-6.028999805E0,9.362999916E0,2.335000038E0
1.534371091E2,-4.892000198E0,1.046800041E1,2.316999912E0
1.534420702E2,-2.802000046E0,1.065999985E1,2.677999973E0
1.534470312E2,-1.582999945E0,1.074300003E1,3.244999886E0
1.534519924E2,-7.850000262E-1,1.071700001E1,3.513000011E0
1.534569536E2,2.029999942E-1,1.035000038E1,4.041999817E0
1.534619146E2,1.858000040E0,1.007900047E1,5.359000206E0
1.534668758E2,4.027999878E0,9.795000076E0,6.116000175E0
1.534718367E2,5.868999958E0,9.404000282E0,6.328999996E0
1.534767980E2,7.697000027E0,9.324999809E0,5.880000114E0
1.534817591E2,8.178000450E0,8.892999649E0,4.893000126E0
1.534867201E2,7.625999928E0,8.772000313E0,4.403999805E0
1.534916813E2,6.341000080E0,8.869000435E0,3.783999920E0
1.534966423E2,4.144999981E0,9.442000389E0,2.516000032E0
1.535016035E2,2.112999916E0,1.012399960E1,8.100000024E-2
1.535065646E2,1.442999959E0,1.090100002E1,-2.078000069E0
1.535115256E2,1.003000021E0,1.117500019E1,-3.283999920E0
1.535164868E2,6.600000262E-1,1.121700001E1,-3.469000101E0
1.535214478E2,4.269999862E-1,1.089000034E1,-2.961999893E0
1.535264089E2,4.679999948E-1,1.041399956E1,-2.838000059E0
1.535313702E2,6.729999781E-1,9.881999969E0,-3.081000090E0
1.535363312E2,9.750000238E-1,9.227999687E0,-3.365000010E0
1.535412923E2,1.169000030E0,8.286999702E0,-2.450000048E0
1.535462536E2,1.419000030E0,7.413000107E0,-1.601999998E0
1.535512145E2,1.506999969E0,6.458000183E0,-7.509999871E-1
1.535561757E2,1.297000051E0,5.734000206E0,-1.420000046E-1
1.535611367E2,8.970000148E-1,4.790999889E0,6.300000101E-2
1.535660979E2,4.040000141E-1,4.039000034E0,3.269999921E-1
1.535710591E2,1.019999981E-1,3.203999996E0,6.090000272E-1
1.535760200E2,-3.750000000E-1,2.397000074E0,8.399999738E-1
1.535809813E2,-6.890000105E-1,1.521999955E0,7.179999948E-1
1.535859423E2,-9.060000181E-1,7.279999852E-1,6.949999928E-1
1.535909034E2,-1.175999999E0,-2.829999924E-1,9.990000129E-1
1.535958644E2,-1.253999949E0,-9.419999719E-1,1.496000051E0
1.536008256E2,-1.575999975E0,-1.764000058E0,2.157000065E0
1.536057866E2,-2.016999960E0,-2.667999983E0,2.559999943E0
1.536107478E2,-2.361000061E0,-3.492000103E0,2.881000042E0
1.536157090E2,-2.687999964E0,-4.288000107E0,2.875000000E0
1.536206702E2,-3.163000107E0,-5.276000023E0,2.526999950E0
1.536256312E2,-3.470999956E0,-6.169000149E0,2.111000061E0
1.536305921E2,-3.790999889E0,-7.063000202E0,1.870000005E0
1.536355534E2,-4.094999790E0,-7.916999817E0,1.914000034E0
1.536405145E2,-4.151999950E0,-8.715999603E0,1.615000010E0
1.536454756E2,-4.111999989E0,-9.420000076E0,1.370000005E0
1.536504368E2,-4.085999966E0,-1.001599979E1,1.366999984E0
1.536553977E2,-3.867000103E0,-1.067899990E1,1.307000041E0
1.536603589E2,-3.757999897E0,-1.096199989E1,1.134999990E0
1.536653201E2,-3.714999914E0,-1.084899998E1,8.640000224E-1
1.536702811E2,-3.671999931E0,-1.069600010E1,6.439999938E-1
1.536752422E2,-3.411000013E0,-1.043400002E1,2.709999979E-1
1.536802035E2,-3.312999964E0,-1.018599987E1,1.120000035E-1
1.536851645E2,-3.255000114E0,-9.937999725E0,-2.199999988E-2
1.536901256E2,-3.115999937E0,-9.852999687E0,-2.010000050E-1
1.536950866E2,-2.815000057E0,-9.699999809E0,-2.199999988E-1
1.537000478E2,-2.691999912E0,-9.505999565E0,1.799999923E-2
1.537050091E2,-2.569000006E0,-9.229999542E0,3.770000041E-1
1.537099700E2,-2.233000040E0,-9.062000275E0,4.909999967E-1
1.537149312E2,-1.652999997E0,-8.975000381E0,8.500000238E-1
1.537198922E2,-1.172999978E0,-9.199000359E0,1.006999969E0
1.537248534E2,-3.970000148E-1,-9.097000122E0,6.079999804E-1
1.537298144E2,-1.550000012E-1,-9.142999649E0,2.249999940E-1
1.537347755E2,2.329999954E-1,-8.793000221E0,-8.699999750E-2
1.537397367E2,2.380000055E-1,-8.128999710E0,-9.269999862E-1
1.537446977E2,-2.619999945E-1,-7.138000011E0,-2.036999941E0
1.537496589E2,-9.409999847E-1,-5.710000038E0,-3.553999901E0
1.537546199E2,-2.069000006E0,-3.519999981E0,-4.635000229E0
1.537595811E2,-4.421000004E0,-1.384999990E0,-3.000000000E0
1.537645420E2,-6.620999813E0,3.529999852E-1,-6.529999971E-1
1.537695033E2,-8.315999985E0,1.940999985E0,1.059999987E-1
1.537744644E2,-9.588999748E0,3.256999969E0,1.050999999E0
1.537794254E2,-1.003400040E1,4.967999935E0,2.944000006E0
1.537843867E2,-8.781000137E0,6.393000126E0,2.964999914E0
1.537893476E2,-7.098000050E0,7.574999809E0,2.249000072E0
1.537943088E2,-4.972000122E0,8.961999893E0,2.657999992E0
1.537992697E2,-2.756999969E0,1.010499954E1,3.239000082E0
1.538042309E2,4.600000083E-1,1.060799980E1,3.746999979E0
1.538091921E2,3.457999945E0,1.055399990E1,4.172999859E0
1.538141530E2,4.685999870E0,1.005000019E1,4.598000050E0
1.538191143E2,2.502000093E0,9.260000229E0,4.401000023E0
1.538240754E2,7.699999958E-2,8.713999748E0,3.976999998E0
1.538290364E2,-2.114000082E0,8.522000313E0,4.077000141E0
1.538339975E2,-3.707000017E0,8.671999931E0,4.098999977E0
1.538389588E2,-4.677000046E0,9.107999802E0,4.072000027E0
1.538439197E2,-5.407000065E0,9.571999550E0,3.969000101E0
1.538488809E2,-5.868999958E0,9.901000023E0,4.291999817E0
1.538538418E2,-5.982999802E0,1.058600044E1,4.863999844E0
1.538588031E2,-5.505000114E0,1.101299953E1,4.961999893E0
1.538637643E2,-3.779000044E0,1.121000004E1,3.128999949E0
1.538687252E2,-2.329999924E0,1.138000011E1,2.223999977E0
1.538736862E2,-1.577999949E0,1.138799953E1,9.769999981E-1
1.538786474E2,-1.549000025E0,1.086499977E1,9.399999678E-2
1.538836084E2,-1.588999987E0,9.892999649E0,7.340000272E-1
1.538885696E2,-1.996999979E0,8.717000008E0,1.371000051E0
1.538935308E2,-1.794999957E0,7.718999863E0,7.279999852E-1
1.538984920E2,-1.690000057E0,7.061999798E0,4.799999893E-1
1.539034530E2,-1.616000056E0,6.486999989E0,5.329999924E-1
1.539084139E2,-1.488999963E0,6.282000065E0,8.579999804E-1
1.539133751E2,-1.325000048E0,6.171999931E0,1.129999995E0
1.539183363E2,-8.330000043E-1,5.900000095E0,1.784000039E0
1.539232973E2,-9.020000100E-1,5.763999939E0,2.029999971E0
1.539282585E2,-8.859999776E-1,5.423999786E0,1.856999993E0
1.539332195E2,-1.019999981E0,4.866000175E0,2.107000113E0
1.539381807E2,-9.739999771E-1,4.238999844E0,2.795000076E0
1.539431419E2,-1.226999998E0,3.217999935E0,3.634000063E0
1.539481028E2,-1.529999971E0,2.522000074E0,4.216000080E0
1.539530640E2,-2.089999914E0,1.621999979E0,4.366000175E0
1.539580250E2,-2.740999937E0,4.350000024E-1,4.258999825E0
1.539629862E2,-3.171999931E0,-8.880000114E-1,3.815000057E0
1.539679474E2,-3.436000109E0,-2.595000029E0,3.385999918E0
1.539729084E2,-2.528000116E0,-3.796999931E0,2.371999979E0
1.539778696E2,-1.805999994E0,-5.245999813E0,1.238000035E0
1.539828308E2,-1.274000049E0,-6.682000160E0,3.389999866E-1
1.539877917E2,-8.600000143E-1,-7.995999813E0,-1.300000027E-2
1.539927530E2,-5.260000229E-1,-9.243000031E0,-6.090000272E-1
1.539977140E2,-4.740000069E-1,-1.028699970E1,-1.120000005E0
1.540026751E2,-4.199999869E-1,-1.119499969E1,-1.534000039E0
1.540076361E2,-3.510000110E-1,-1.162699986E1,-1.945000052E0
1.540125973E2,-3.479999900E-1,-1.194999981E1,-1.824000001E0
1.540175583E2,-5.889999866E-1,-1.170199966E1,-1.184999943E0
1.540225195E2,-9.380000234E-1,-1.133100033E1,-7.099999785E-1
1.540274807E2,-1.067000031E0,-1.047099972E1,-2.919999957E-1
1.540324416E2,-1.425999999E0,-9.529000282E0,9.499999881E-2
1.540374028E2,-1.797000051E0,-8.696999550E0,2.879999876E-1
1.540423638E2,-2.042999983E0,-7.934000015E0,6.240000129E-1
1.540473251E2,-2.246000051E0,-7.456999779E0,1.241999984E0
1.540522862E2,-2.378000021E0,-7.281000137E0,2.005000114E0
1.540572472E2,-2.414000034E0,-7.282999992E0,2.109999895E0
1.540622083E2,-2.108999968E0,-7.638999939E0,1.860000014E0
1.540671693E2,-1.368999958E0,-8.239999771E0,1.896999955E0
1.540721306E2,-5.479999781E-1,-8.541000366E0,2.084000111E0
1.540770917E2,3.519999981E-1,-9.017999649E0,2.313999891E0
1.540820527E2,1.250000000E0,-9.182000160E0,2.302000046E0
1.540870139E2,1.983999968E0,-9.166999817E0,2.226000071E0
1.540919749E2,2.197000027E0,-9.001999855E0,2.237999916E0
1.540969360E2,2.148999929E0,-8.454000473E0,2.092999935E0
1.541018973E2,1.539000034E0,-7.320000172E0,2.063999891E0
1.541068582E2,1.129999995E0,-5.693999767E0,2.081000090E0
1.541118194E2,8.270000219E-1,-3.903000116E0,1.215999961E0
1.541167804E2,6.309999824E-1,-1.934000015E0,6.470000148E-1
1.541217416E2,-3.420000076E-1,2.930000126E-1,2.371000051E0
1.541267028E2,-1.560999990E0,2.519999981E0,3.686000109E0
1.541316638E2,-2.357000113E0,4.583000183E0,3.776000023E0
1.541366247E2,-2.253999949E0,6.618999958E0,4.085999966E0
1.541415860E2,-2.627000093E0,8.368000031E0,3.569999933E0
1.541465469E2,-2.532999992E0,9.312000275E0,1.687999964E0
1.541515081E2,-2.135999918E0,1.026900005E1,1.190000057E0
1.541564694E2,-1.868999958E0,9.902000427E0,2.311000109E0
